ID,SL_C21h0_1,SL_C21h0_2,SL_C21h0_3,SL_T21h2_1,SL_T21h2_2,SL_T21h2_3,SL_GAT21h2_1,SL_GAT21h2_2,SL_GAT21h2_3,SL_GAT21h4_1,SL_GAT21h4_2,SL_GAT21h4_3
Gene1,3.249199782,3.22221633,3.223356416,3.264209734,3.183953753,3.312324886,3.273569436,3.376897411,3.34561867,3.142027427,3.279545064,3.196860578
Gene2,3.364237022,3.434503677,3.379324464,3.371351994,3.358607963,3.416925939,3.454866942,3.358945127,3.45906195,3.383158878,3.401528355,3.391630164
Gene3,3.390190559,3.342413162,3.323812028,3.421784414,3.281948761,3.418940821,3.521365384,3.398971445,3.472673792,3.354529321,3.503611925,3.316814315
Gene4,3.717781979,3.765424259,3.802956605,3.752776924,3.746054659,3.784645232,3.762195866,3.728121566,3.883938642,3.658033501,3.677116015,3.699292859
Gene5,3.724565389,3.716666937,3.757193009,3.725925728,3.754786996,3.717499324,3.759567141,3.716342938,3.781023962,3.760438858,3.718050417,3.708041268
Gene6,3.835500553,3.896510617,3.845901348,3.832951702,3.960749299,3.863198725,3.911071872,3.844105154,3.930361607,3.845059959,3.877879248,3.956205092
Gene7,4.053759183,4.003049728,4.00465349,3.95223313,3.982388783,4.023536973,3.969519976,4.059334272,3.971729743,4.016764083,3.99135348,4.032696443
Gene8,4.076829096,4.118755634,4.028343248,4.013635284,4.063087939,4.027905961,4.024125952,4.082274595,4.183671581,3.994441424,4.030614497,4.040042581
Gene9,4.085215415,4.121602679,4.107355956,4.446680539,4.167596404,4.331799481,4.104938587,4.406671238,4.149530756,4.156364879,4.046224823,4.166313721
Gene10,4.08994476,4.137731609,4.061705897,4.160016422,4.025649293,4.212616579,4.181348919,4.121911449,4.104259513,3.90378536,4.121886066,4.057425912
Gene11,4.114337101,4.064842688,4.161894503,4.244766807,4.176748621,4.124062743,4.147457669,4.122414701,4.307921177,4.057733876,4.109451446,4.102520905
Gene12,4.137742401,4.251984074,4.147733321,4.249687213,4.144955957,4.21922759,4.156063167,4.181994398,4.281873324,4.226541812,4.162865889,4.273815129
Gene13,4.213313393,4.201219135,4.277708421,4.291398909,4.291723919,4.202494495,4.208490227,4.181431006,4.325276757,4.253694736,4.246074828,4.257824033
Gene14,4.22232969,4.170535122,4.284016145,4.227659557,4.14975391,4.24731981,4.208233111,4.208166088,4.296210558,4.116937078,4.17023863,4.196683036
Gene15,4.246082928,4.425035537,4.373451776,4.316016071,4.313152046,4.316137589,4.283123218,4.29470208,4.420990701,4.402649682,4.337595859,4.234424633
Gene16,4.251002087,4.276639861,4.200270015,4.295047632,4.236891556,4.296953819,4.243724605,4.294769645,4.489269151,4.181873027,4.267003892,4.262814558
Gene17,4.293030529,4.009342961,4.11131549,3.979518719,4.058932968,4.078289612,4.002312432,4.124277946,4.121832176,4.06937689,4.127084142,4.003429758
Gene18,4.302097175,4.287967445,4.253267346,4.304789343,4.268391711,4.271249656,4.268536965,4.269283922,4.446769065,4.255300788,4.374237986,4.272944381
Gene19,4.333346152,4.388326556,4.283186788,4.24632448,4.260885357,4.301245346,4.218309035,4.280575281,4.431313187,4.234806483,4.331029517,4.251656096
Gene20,4.338416343,4.449686441,4.417977691,4.380030069,4.287022459,4.63758845,4.37310452,4.380041261,4.60774461,4.331539928,4.367219207,4.45119273
Gene21,4.399947706,4.642924512,4.476232288,4.603157067,4.582285067,4.424609652,4.472091004,4.521927216,4.684366701,4.5479668,4.53231955,4.480599201
Gene22,4.498992704,4.465129261,4.43152189,4.412118299,4.497946193,4.449003036,4.478879686,4.446795122,4.528215279,4.452885969,4.529156355,4.516704863
Gene23,4.516424901,4.480007003,4.520746114,4.549318141,4.49736613,4.462165629,4.528225074,4.536016304,4.515428521,4.500232985,4.413457523,4.475814902
Gene24,4.538642255,4.608913703,4.676436819,4.554159895,4.573415733,4.542424589,4.654997153,4.688040422,4.973380608,4.553511016,4.548058515,4.562047799
Gene25,4.571783517,4.377874612,4.510267792,4.571511401,4.521087131,4.46241687,4.528320748,4.507064288,4.700360312,4.564065017,4.502866183,4.601723941
Gene26,4.577432422,4.560668006,4.525560636,4.592066275,4.521659969,4.616597951,4.485066196,4.596162329,4.750689193,4.501672174,4.53970476,4.613830164
Gene27,4.596217887,4.741672988,4.599603785,4.624721095,4.578159685,4.598924334,4.642328061,4.507818095,4.950612286,4.643981598,4.666235901,4.708678264
Gene28,4.651460104,4.688091096,4.653826136,4.644337872,4.685773237,4.653012458,4.777007675,4.611747551,4.972932513,4.441671553,4.518801615,4.478481099
Gene29,4.652778983,4.799778252,4.760566281,4.690264355,4.726260046,4.856337096,4.777512133,4.712771505,4.989657264,4.641073817,4.710391839,4.785835014
Gene30,4.656731286,4.817295673,4.625629968,4.716901411,4.722374452,4.773975381,4.66617676,4.786289641,4.999372394,4.719134714,4.689479656,4.731330762
Gene31,4.667011412,4.682378249,4.651760446,4.806084968,4.630345871,4.732681312,4.663431857,4.729634703,4.736359782,4.665064539,4.578117008,4.841424336
Gene32,4.784492387,4.747400974,4.765879661,4.691985134,4.729661811,4.718273597,4.786141025,4.666892163,5.008544057,4.654038574,4.727138092,4.650650915
Gene33,4.78819551,4.799712877,4.672694353,4.683621346,4.899385615,4.705910581,4.916238275,4.652549467,5.320205724,4.830553356,4.781422507,4.895064289
Gene34,4.825347308,4.972087285,4.932751267,5.008185578,5.075406307,4.917236669,5.124439767,4.884380441,5.256931486,4.867241046,4.90098363,4.918793996
Gene35,4.83735647,4.782145137,4.768072728,4.740836808,4.692701447,4.784334232,4.941913929,4.747083346,4.881268064,4.569484702,4.769488341,4.668323174
Gene36,4.964399006,4.972913215,5.007738844,5.125088047,5.117732062,5.204812376,4.927530145,4.987542418,5.073764802,5.31095705,5.203502783,5.270471063
Gene37,4.996911228,5.15070022,5.035284572,5.20903823,5.184530851,4.976916881,5.066015163,5.111319426,5.296121298,4.851463545,4.935082474,4.940104809
Gene38,5.007817496,5.000221891,5.247239642,4.928317724,5.05601333,5.002669174,5.092501272,5.057689289,5.588904407,4.971638811,5.052754835,4.976472139
Gene39,5.008698056,4.94042563,4.866820241,4.92670491,4.829666016,5.000865059,4.785583955,4.797976878,5.072790331,4.911306346,4.910320201,4.953256308
Gene40,5.013388232,5.2320957,5.096018396,5.415192005,5.424158286,5.315659885,5.396869849,5.11835791,5.277391908,5.139632898,5.309564273,5.029460286
Gene41,5.045570953,4.994763946,4.880649433,5.019626681,5.24971694,4.983130635,5.294712213,5.2734651,5.288890655,5.2653719,5.272361343,5.298283839
Gene42,5.081756668,5.043402971,5.191123365,5.154091893,5.071073252,5.090980915,5.120147636,5.130721092,5.389402355,4.994345453,4.992126605,5.022575309
Gene43,5.095987213,5.098803517,4.950856058,4.9963164,4.992597365,4.966061758,5.048531529,4.863411944,5.312404154,4.930676968,4.966769471,5.011136269
Gene44,5.114738894,4.996889651,5.15393738,4.943037506,5.007973939,4.957345737,5.166361562,4.910878342,4.983808793,5.168836389,5.164716778,5.311790189
Gene45,5.117237168,5.125932926,5.144580205,5.126775478,5.123424258,5.097321234,5.021218447,5.140130768,5.732576735,5.32600486,5.214562995,5.259045551
Gene46,5.121575696,5.146225273,5.208645177,5.228478957,5.143743643,5.304092153,5.185605689,5.174994751,5.43341999,5.252747937,5.233401929,5.243654648
Gene47,5.127211248,5.297823185,5.230888966,5.313795724,5.308264352,5.258773635,5.265435242,5.211053671,5.819363299,5.06644439,5.237363571,5.224785349
Gene48,5.175605277,5.280184377,5.214289918,5.206468687,5.148995311,5.059396966,5.209604788,5.36986282,5.57326686,5.222837737,5.155506729,5.223551903
Gene49,5.195720848,5.323315055,5.073402099,5.126265531,5.320031382,5.159048748,5.338849159,5.273356356,5.448494636,5.229188303,5.092002405,5.146109851
Gene50,5.230491799,5.318408333,5.125443744,5.283058261,5.303223281,5.22077139,5.321551195,5.135383617,5.636960448,5.28730322,5.232444927,5.275025867
Gene51,5.230814304,5.383328631,5.422996293,5.104756529,5.28158958,5.207385153,5.14457883,5.203551462,5.590988722,5.15781194,5.158690994,5.213576712
Gene52,5.236172486,5.528790165,5.373485862,5.390711716,5.470803192,5.384521679,5.527297306,5.579193847,5.539155038,5.066760326,5.271660982,5.168255092
Gene53,5.249550773,5.458388607,5.245337104,5.342025817,5.27036803,5.434914686,5.362735754,5.332153741,5.732482194,5.376103796,5.422736353,5.414279211
Gene54,5.253722404,5.147479925,5.137092809,5.118631556,5.171919387,5.078928664,5.220655614,5.104601985,5.397743484,5.325170427,5.357581211,5.33673763
Gene55,5.25491194,5.212729925,5.232013909,5.457797545,5.270060321,5.101579832,5.158125973,5.329321128,5.602964574,5.20934254,5.10707989,5.293462397
Gene56,5.260807639,5.419122748,5.451360853,5.26968696,5.313477124,5.408045898,5.367231256,5.284191813,5.743465233,5.403010781,5.581967638,5.407274797
Gene57,5.264433998,5.191885902,5.29228082,5.849289946,5.801227569,5.705831392,5.277820566,5.667378682,5.560266199,5.279978098,5.134389296,5.234843843
Gene58,5.290104147,5.316389628,5.265474767,5.279592295,5.299612761,5.372405343,5.320035149,5.274099102,5.709005649,5.157523066,5.028750132,5.060620859
Gene59,5.295274537,5.357857529,5.378184129,5.694078653,5.660311292,5.641684509,5.516237497,5.62343109,5.585697661,5.270057557,5.415003364,5.398920244
Gene60,5.301985726,5.263965362,5.340429532,5.961152515,5.585213306,5.625734315,6.062842243,5.811360683,6.021828496,5.452538105,5.486187257,5.568609148
Gene61,5.354000398,5.453682693,5.539409009,5.450460578,5.519778345,5.356468885,5.528462469,5.390949266,5.683644045,5.242273713,5.319700063,5.352593553
Gene62,5.389299459,5.346897575,5.294075357,5.330907216,5.274975177,5.350160012,5.273484156,5.276884254,5.24514968,5.410465585,5.377305205,5.304433044
Gene63,5.390004119,5.514190111,5.43898633,5.251691148,5.383065574,5.258364912,5.489658904,5.334681507,5.795508711,5.318195757,5.22509671,5.3544389
Gene64,5.425682098,5.42535009,5.471473116,5.505719744,5.436128775,5.456478995,5.32669827,5.366356107,5.531945667,5.542956736,5.366082261,5.470473325
Gene65,5.44552972,5.57170303,5.503097696,6.252668462,6.642899661,6.820179455,7.140785468,6.465189675,6.580521126,6.084104754,6.117998646,6.186516529
Gene66,5.448560773,5.514791188,5.276027529,5.418961126,5.488178942,5.409505561,5.533764707,5.490293438,5.593049495,5.400874053,5.444068091,5.439281797
Gene67,5.486469578,5.566161223,5.628261563,5.63698397,5.713937101,5.429134731,5.715770363,5.741868937,6.12816808,5.626495435,5.587096613,5.601604207
Gene68,5.4875052,5.453394131,5.448035961,5.287202772,5.397554192,5.267148681,5.255970049,5.356013183,5.231969898,5.347052332,5.204065587,5.430845218
Gene69,5.512009919,5.778710196,5.497027714,5.360674985,5.379210854,5.372225044,5.607640727,5.301256331,6.124723304,5.332725404,5.463972997,5.430358889
Gene70,5.530740967,5.782744268,5.620547094,5.834211183,5.959119618,5.817275303,5.908106212,5.907940195,6.059547873,5.546067261,5.599209507,5.595314967
Gene71,5.532362098,5.596909926,5.464101521,5.698328272,5.61890072,5.600332779,5.536581262,5.582598322,5.929324335,5.609557429,5.605756013,5.478783498
Gene72,5.537640782,5.540312688,5.632683035,5.662968695,5.570174675,5.566301325,5.8784151,5.480860991,5.916839551,5.345052876,5.378912825,5.422722602
Gene73,5.56348584,5.435031151,5.57852069,5.574372564,5.646572339,5.603288906,5.797265123,5.787077653,5.884540825,5.634565045,5.650459118,5.596291677
Gene74,5.577055801,5.678909328,5.525689926,5.732135531,5.629256092,5.850694917,5.689841775,5.666168607,6.090839377,5.649830921,5.482085198,5.526526115
Gene75,5.610227959,5.578511566,5.413298729,5.597087181,5.622278457,5.557346661,5.382841796,5.380052641,5.863694009,5.680466811,5.680340623,5.607831291
Gene76,5.612094788,5.819696622,5.712446184,5.776562219,6.045522555,6.010136959,6.535657582,6.450430149,6.136271802,5.931081133,5.999753434,6.10810973
Gene77,5.615441113,5.643951562,5.64867577,5.536173793,5.6172422,5.612133555,5.593501978,5.642619343,5.94001288,5.683584382,5.749748755,5.57877899
Gene78,5.643791263,5.550535835,5.501544283,5.528688283,5.610066451,5.566419757,5.547987917,5.523273459,5.953971406,6.006396876,5.895983735,5.978248341
Gene79,5.723492387,5.834073601,5.78377642,5.576137827,5.74562875,5.71337108,5.646321267,5.613203108,5.588508508,5.819576889,5.681343169,5.780529655
Gene80,5.72469456,5.904884451,6.059836658,6.014836394,5.704572028,5.831405492,6.508193449,6.315905144,6.47781812,6.944691504,6.738998437,6.510384319
Gene81,5.726182094,5.974516321,5.756039936,5.84873326,5.734148513,5.978591283,5.885670919,5.854316478,6.339539434,5.851337389,5.887739063,5.917529792
Gene82,5.748340218,6.041465902,5.743012547,5.760914012,5.628802602,5.659793772,5.790470333,5.690893952,6.088763128,5.878518777,5.794117992,5.725427971
Gene83,5.797098982,5.990710623,5.871705096,5.863629781,5.966650811,5.870230925,6.021170873,5.853852304,6.198808623,5.603017451,5.709449263,5.641639362
Gene84,5.80099278,5.984784171,5.77032422,5.751965405,5.911329403,6.080309291,5.992940399,5.969554304,6.391596218,5.833134772,5.815920544,5.895655717
Gene85,5.819323804,5.503388336,5.620318142,7.08642323,6.92684247,6.914505222,7.049946375,6.729831463,6.953907212,6.175386017,5.971982417,5.916642833
Gene86,5.831820905,5.674189616,5.691744646,5.646847862,5.683331068,5.611698845,5.764048654,5.647013859,6.046680193,5.613917526,5.756962278,5.727494252
Gene87,5.832690468,5.798454427,5.85063865,5.768726056,5.83009551,5.71461741,5.934942688,5.760534064,6.241762596,5.820251847,5.890052855,5.996347693
Gene88,5.841998802,5.82936342,5.735485808,5.712984523,5.716732776,5.859159334,5.606032779,5.699959351,5.723937914,5.728553925,5.760429463,5.812265821
Gene89,5.864956713,5.961404496,5.742873828,5.968376094,5.945949237,5.965463626,5.900455412,5.695230687,6.318839555,5.964774434,5.856106698,5.904908104
Gene90,5.868111994,5.775458428,5.849380115,6.387900662,5.956237408,6.132365635,5.854891529,5.958803863,5.972912305,5.866207774,5.741569246,5.748539737
Gene91,5.868558156,5.895710969,5.755541232,6.027811923,5.853775403,5.887228011,5.568644622,5.93084132,5.683276179,5.506655744,5.598584146,5.501717477
Gene92,5.912106269,5.944038294,5.881762264,5.909492284,6.053851723,5.903332087,5.959578179,5.766041334,6.355297195,5.778279494,5.964719673,5.916615572
Gene93,5.922663219,6.244132351,6.151673307,6.014025905,6.124883378,5.838956858,6.085226927,6.069820312,6.032776452,5.984264204,6.00280055,5.960989868
Gene94,5.937420066,6.010182401,5.795155569,5.639877588,5.687742794,5.705377513,5.472308349,5.475506816,5.569287392,5.741274642,5.598031224,5.810932798
Gene95,5.940081698,5.902348826,5.972019788,5.846220102,5.708677276,5.702534109,5.779078902,5.736351622,6.599981397,5.695705405,5.871132052,5.684952334
Gene96,5.950221814,6.128517756,6.05348986,6.079095226,6.162294748,6.009214044,6.010155562,5.913522958,6.356407594,6.113946666,6.05615814,5.939217559
Gene97,5.954300376,6.124259253,6.031388405,6.235269453,6.09602167,6.05529179,6.103022639,6.224431092,6.277216259,6.069585907,6.223187671,6.020887008
Gene98,5.966460994,6.146042369,5.84509009,6.033155042,6.395113656,6.037595837,6.281095782,6.309718783,6.288301516,5.760370554,5.894629665,5.771645891
Gene99,5.975956029,6.339792527,6.310210549,6.088795293,6.067461001,6.23268807,6.128969559,6.135178222,6.730856497,6.216788577,6.058998671,6.116437377
Gene100,5.985178519,5.876922678,5.953723175,6.188215451,6.091793704,6.142992386,6.520176352,6.262335289,6.219737329,6.26921916,6.210556764,6.130667328
Gene101,6.001656325,5.988606069,5.86065753,6.008614792,6.018260967,6.101492494,6.063460519,5.987098144,6.560392988,6.090555058,6.208097276,6.150198874
Gene102,6.007281123,6.069743657,5.851237234,5.696569386,5.769739503,5.884678486,5.645537341,5.625489249,5.735247031,5.961255226,5.869181517,6.044043951
Gene103,6.02302694,6.056501047,6.10687874,5.998810583,5.920588168,5.940741793,5.830316232,6.031993409,6.713051385,6.218994953,6.170209951,6.304744145
Gene104,6.028995353,6.168353739,6.233006704,6.869647571,6.430583975,6.383285967,6.651032038,6.699803142,6.713577895,6.17475232,6.081933216,6.12882703
Gene105,6.052468727,5.936758905,6.130354295,6.128203889,5.874937257,5.951959498,5.78911859,5.923879265,5.87202734,5.801689579,5.565815084,5.740720492
Gene106,6.060843465,6.091981465,6.188414632,6.332252728,6.253314189,6.151372398,6.335382219,6.256175928,6.29917286,6.215247437,6.056362982,6.160947077
Gene107,6.077646301,6.308838363,6.422686726,6.35711726,6.223817013,5.903202004,5.659737602,6.047345667,5.80972608,5.63895465,5.616493421,5.688909216
Gene108,6.079682654,6.307134519,5.979545102,6.219763123,6.113110252,6.035393573,6.101079483,6.007534584,6.906366908,6.415724451,6.014645328,6.361125382
Gene109,6.09126735,6.262528409,6.153562221,6.098799786,6.345206649,6.303042396,6.238172859,6.251614096,7.204992391,5.931431601,6.12862831,5.948209483
Gene110,6.093312708,6.247198014,6.136949425,6.678815176,6.592273863,6.540779389,6.757184293,6.358498643,6.417633735,6.451017562,6.426127468,6.4920107
Gene111,6.100774556,6.081821408,6.297073348,6.190340794,6.177988355,6.287326467,6.516131085,6.320081244,6.184649116,6.733946734,6.652472612,6.175069916
Gene112,6.107587243,6.089206857,5.998351324,6.031472596,5.988974298,6.072629875,6.144920156,6.087579806,6.644373038,6.008649598,6.026834162,6.148171647
Gene113,6.120405289,6.298747692,6.127464699,6.401699608,6.294098809,6.367002297,6.39409082,6.296973308,6.318344505,6.17774961,6.301762303,6.201445135
Gene114,6.129102658,6.044954072,6.11071403,6.021970246,6.049357792,5.938273151,6.153188934,6.151615835,5.9556816,6.077671945,5.946156312,6.156352221
Gene115,6.137988247,5.958667882,6.024033079,6.089465196,6.186705298,6.292496524,6.199380662,5.969315348,6.956530059,5.971895018,6.062188953,5.94286872
Gene116,6.15421809,6.312520866,6.224518545,6.429262923,6.438662375,6.44125549,6.512765882,6.225728648,6.375962043,6.300757844,6.369943156,6.229001909
Gene117,6.165971181,6.266243296,6.243937723,6.528614376,6.091579446,6.360424061,6.244756503,6.599992896,6.431465538,6.159885052,6.064177197,6.120215237
Gene118,6.173527628,6.133429473,6.321851008,6.12980539,6.081184487,6.174779109,6.909195132,6.281119105,6.264073342,7.007873931,7.013045758,6.28091796
Gene119,6.193326273,6.057853349,6.219036915,6.033658776,6.070742498,5.989744315,5.768571241,5.757404937,5.836561233,5.779897632,5.61922894,5.631965721
Gene120,6.20160326,6.210102816,6.187522032,6.446488066,6.277826789,6.176291232,6.223026128,6.208443984,6.199317624,6.273468011,6.293620462,6.250863613
Gene121,6.245006634,6.59581643,6.395217171,6.659965247,6.734321883,6.565297614,7.22366074,6.755975861,7.01430219,6.296586508,6.302439484,6.469667641
Gene122,6.259838951,6.445073488,6.1725629,6.339618603,6.40572944,6.234561729,6.401936838,6.154492654,6.854108053,6.372423503,6.440189213,6.422058934
Gene123,6.275583601,6.169490127,6.141554353,6.0322255,6.357711829,6.279570749,6.151352176,6.167847572,6.984125501,6.17979242,6.232202401,6.144091461
Gene124,6.277547061,6.522988889,6.363313609,6.543562842,6.416413605,6.3803142,6.512734295,6.479800398,7.009849979,6.381338197,6.359458246,6.49871779
Gene125,6.283363888,6.271629078,6.389435225,6.156312626,6.16096164,6.322154613,6.197153481,6.246226979,6.258204296,6.475957098,6.349968614,6.216660055
Gene126,6.284524708,6.1864872,6.338928885,6.435368478,6.211056427,6.395728583,6.501453755,6.397281066,6.331830183,6.603641937,6.586408156,6.503197694
Gene127,6.310404985,6.409732585,6.374179712,6.498659933,6.198990493,6.4143503,6.481385814,6.567854776,6.428916676,6.713850586,6.74694066,6.346263669
Gene128,6.322757759,6.22329629,6.448510757,8.301261586,7.780132438,7.860373883,8.015313115,8.096757463,7.925935114,6.557089273,6.424221581,6.457981573
Gene129,6.407376603,6.26581459,6.302112727,6.195541528,6.404192013,6.329827355,6.212268525,6.212158623,6.72629267,6.215741775,6.160182078,6.243745886
Gene130,6.413394035,6.648014333,6.53369576,6.497801332,6.555804166,6.540395758,6.610037366,6.409119851,7.372724513,6.692662634,6.721157907,6.631429804
Gene131,6.413640681,6.765191744,6.358215292,6.513293585,6.666232153,6.574130643,6.477957096,6.436747156,6.986239091,6.454911283,6.592850504,6.504608347
Gene132,6.438811188,6.306386285,6.44074314,6.262294447,6.198360072,6.081913623,6.155478892,6.108835737,6.174369816,6.158911123,6.04619005,6.030779176
Gene133,6.442313623,6.494665934,6.492018649,6.934323415,6.6427119,6.620609577,6.619396684,6.794912549,6.568772802,6.311095859,6.219615155,6.232193932
Gene134,6.491583172,6.636998121,6.499110317,6.470084534,6.572179724,6.452605123,6.6038503,6.533757756,7.302334375,6.607897485,6.710730349,7.033809917
Gene135,6.508387398,6.297470627,6.518916415,7.322536051,7.120244819,6.955426343,6.788463349,6.881987546,6.836560023,6.179448822,6.148454155,6.177707344
Gene136,6.522246015,6.433435324,6.448760879,6.35401612,6.245834384,6.264696654,6.185460872,6.329198788,6.163330367,6.379010646,6.447876806,6.497380506
Gene137,6.572665585,6.569967727,6.704610501,6.593103476,6.710762484,6.746148956,6.711415359,6.650101463,6.676410612,6.542254753,6.497088283,6.579703867
Gene138,6.575113194,6.690674554,6.593531868,6.672954685,6.582119053,6.600756447,6.708844646,6.768414854,6.793633559,6.61227373,6.593495911,6.828770067
Gene139,6.650452724,6.559447149,6.632134462,6.661216993,6.613069389,6.719309022,6.75308257,6.658311122,6.695360687,6.832888352,6.67790276,6.640627079
Gene140,6.656340033,6.758459282,6.633565635,6.734806096,6.577098363,6.868163513,6.556694602,6.383254663,7.304791671,6.474667365,6.525736598,6.524663242
Gene141,6.664540732,6.840560632,6.606064434,6.506759965,6.663388589,6.698842906,6.520616046,6.588271068,7.221610774,6.606910107,6.502372971,6.531248796
Gene142,6.689516504,6.838108699,6.587271019,6.6668182,6.714795228,6.553554242,6.896597186,6.829734897,7.046547915,6.21380533,6.272534645,6.426983295
Gene143,6.717768708,6.943096256,6.856158457,6.722580749,6.849992804,6.91798941,6.915789738,7.133774019,7.057081188,6.820904461,6.745026876,6.884307132
Gene144,6.729999986,7.005922599,6.816383584,7.40687699,7.415410672,7.526787456,7.822403656,7.268199416,7.426163364,7.460717241,7.253574801,7.486922343
Gene145,6.737146338,6.909842096,6.879244522,7.184876257,6.934920481,7.179998363,6.873189746,7.074652058,6.874921967,7.001663361,7.022435292,6.942066316
Gene146,6.752605615,6.524048716,6.479563113,6.236075317,6.652996884,6.499996116,6.581591019,6.58453972,6.530846195,6.605363678,6.261619319,6.092410187
Gene147,6.773236639,6.889628164,6.782319867,6.814339127,6.884183898,6.923664129,6.996585212,6.804924981,7.270886218,6.822924405,6.737817588,6.736583865
Gene148,6.780677667,6.644531003,6.718116063,6.611794769,6.538260461,6.472277088,6.126870517,6.119311909,6.159831384,6.336417731,6.21574836,6.158214965
Gene149,6.792444517,6.999600096,6.855683939,6.704725761,6.909211155,6.872236603,7.018333668,7.065873292,6.860424261,7.003228054,6.936936391,6.832582619
Gene150,6.797944569,6.965234795,6.972778189,6.853918541,7.014096622,6.868225567,6.988819262,6.845562094,7.548021509,6.931271823,6.877882589,6.768211113
Gene151,6.827874858,6.857058609,6.828367113,6.940179733,6.953279867,6.709682086,6.765743986,6.610205307,6.802501847,6.31873018,6.270532345,6.278244731
Gene152,6.838334348,6.907076518,6.83403938,6.5894089,6.774810643,6.761529193,6.641481861,6.571523798,7.695094902,6.678023069,6.788079354,6.531060047
Gene153,6.875972411,6.751829038,6.850063044,6.843473027,6.943594661,6.782452584,7.10879713,6.9397657,7.310664783,6.842968235,6.9188679,6.959787735
Gene154,6.884134108,6.779342401,7.042774723,9.159406041,8.686275375,8.750698219,8.952414237,8.937428757,8.80408148,7.24185133,7.137535383,7.137281371
Gene155,6.897927629,6.819524015,6.695420087,7.611980931,7.705317355,7.651493928,7.734832342,7.473954294,7.46811526,7.020116847,6.61540135,7.031802389
Gene156,6.89871194,6.827144298,6.864137587,7.934461846,7.717891129,7.825967951,7.756099703,7.725531651,7.777355578,6.853727063,6.860522704,6.587177154
Gene157,6.915358709,6.904811537,6.924885563,6.892814594,7.008719885,6.844377621,6.998974542,6.970886984,6.942389837,6.880911678,6.974870751,7.170094262
Gene158,6.922008153,7.060872196,6.95345369,7.1099665,6.961641611,6.958513464,7.200997137,6.824186114,7.361465011,6.986642847,7.085066557,6.938604272
Gene159,6.934769433,6.757786487,6.916486718,6.888625342,6.945792205,6.962810902,7.027020471,7.128383521,7.062698826,6.813074018,6.841280997,6.925503157
Gene160,6.934849011,6.91511299,6.745868252,6.988427627,7.147679725,6.822927638,7.023225794,6.815590322,7.420822953,6.871291807,6.774418876,6.814058898
Gene161,6.935527583,7.162839992,7.178453958,7.180797966,7.269884176,7.288794835,7.38250793,7.237115093,7.861753281,7.556323445,7.60507651,7.571789384
Gene162,6.940399391,7.007758654,6.973411729,7.084116204,7.075765746,7.053743718,7.28224086,7.017271348,7.233642825,7.058648986,6.937911592,7.130933452
Gene163,6.952994344,7.021991789,6.856757593,6.643119474,6.575566264,6.635307686,6.277642843,6.488504399,6.626812131,6.881219728,6.656060442,6.444359877
Gene164,6.958257362,6.872154887,6.733458554,7.695285919,7.737777074,7.649167839,7.933913002,7.624765591,7.80696622,7.578721598,7.39998759,7.488354152
Gene165,6.961052969,6.723738121,6.724139443,6.827918705,6.670679855,6.748862153,6.714826015,6.609140956,6.557547076,6.818132056,6.732088931,6.686126626
Gene166,6.971810417,7.023061651,6.908745588,6.597872265,6.745349657,6.574780677,6.24231272,6.266339246,6.222197439,6.100126227,5.977027558,6.265218772
